Country Name,Country Code,Series Name,Series Code,2016 [YR2016]
Denmark,DNK,Government Effectiveness: Percentile Rank,GE.PER.RNK,99.038459777832
Denmark,DNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,74.7619018554688
Denmark,DNK,Regulatory Quality: Percentile Rank,RQ.PER.RNK,92.3076934814453
Denmark,DNK,Rule of Law: Percentile Rank,RL.PER.RNK,97.5961532592773
Denmark,DNK,Voice and Accountability: Percentile Rank,VA.PER.RNK,98.0295562744141
Djibouti,DJI,Control of Corruption: Percentile Rank,CC.PER.RNK,30.2884616851807
Djibouti,DJI,Government Effectiveness: Percentile Rank,GE.PER.RNK,16.8269233703613
Djibouti,DJI,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,23.8095245361328
Djibouti,DJI,Regulatory Quality: Percentile Rank,RQ.PER.RNK,25.480770111084
Djibouti,DJI,Rule of Law: Percentile Rank,RL.PER.RNK,17.3076915740967
Djibouti,DJI,Voice and Accountability: Percentile Rank,VA.PER.RNK,12.8078813552856
Dominica,DMA,Control of Corruption: Percentile Rank,CC.PER.RNK,70.1923065185547
Dominica,DMA,Government Effectiveness: Percentile Rank,GE.PER.RNK,55.288459777832
Dominica,DMA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,90.9523773193359
Dominica,DMA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,61.538459777832
Dominica,DMA,Rule of Law: Percentile Rank,RL.PER.RNK,72.1153869628906
Dominica,DMA,Voice and Accountability: Percentile Rank,VA.PER.RNK,75.8620681762695
Dominican Republic,DOM,Control of Corruption: Percentile Rank,CC.PER.RNK,22.5961532592773
Dominican Republic,DOM,Government Effectiveness: Percentile Rank,GE.PER.RNK,43.75
Dominican Republic,DOM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,57.1428565979004
Dominican Republic,DOM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,53.3653831481934
Dominican Republic,DOM,Rule of Law: Percentile Rank,RL.PER.RNK,44.711540222168
Dominican Republic,DOM,Voice and Accountability: Percentile Rank,VA.PER.RNK,52.2167472839355
Ecuador,ECU,Control of Corruption: Percentile Rank,CC.PER.RNK,29.3269233703613
Ecuador,ECU,Government Effectiveness: Percentile Rank,GE.PER.RNK,38.461540222168
Ecuador,ECU,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,42.8571434020996
Ecuador,ECU,Regulatory Quality: Percentile Rank,RQ.PER.RNK,12.9807691574097
Ecuador,ECU,Rule of Law: Percentile Rank,RL.PER.RNK,26.9230766296387
Ecuador,ECU,Voice and Accountability: Percentile Rank,VA.PER.RNK,37.9310340881348
"Egypt, Arab Rep.",EGY,Control of Corruption: Percentile Rank,CC.PER.RNK,32.211540222168
"Egypt, Arab Rep.",EGY,Government Effectiveness: Percentile Rank,GE.PER.RNK,27.884614944458
"Egypt, Arab Rep.",EGY,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,9.0476188659668
"Egypt, Arab Rep.",EGY,Regulatory Quality: Percentile Rank,RQ.PER.RNK,17.7884616851807
"Egypt, Arab Rep.",EGY,Rule of Law: Percentile Rank,RL.PER.RNK,35.5769233703613
"Egypt, Arab Rep.",EGY,Voice and Accountability: Percentile Rank,VA.PER.RNK,14.2857141494751
El Salvador,SLV,Control of Corruption: Percentile Rank,CC.PER.RNK,33.1730766296387
El Salvador,SLV,Government Effectiveness: Percentile Rank,GE.PER.RNK,42.788459777832
El Salvador,SLV,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,44.761905670166
El Salvador,SLV,Regulatory Quality: Percentile Rank,RQ.PER.RNK,57.211540222168
El Salvador,SLV,Rule of Law: Percentile Rank,RL.PER.RNK,26.4423084259033
El Salvador,SLV,Voice and Accountability: Percentile Rank,VA.PER.RNK,55.1724128723145
Equatorial Guinea,GNQ,Control of Corruption: Percentile Rank,CC.PER.RNK,0
Equatorial Guinea,GNQ,Government Effectiveness: Percentile Rank,GE.PER.RNK,6.73076915740967
Equatorial Guinea,GNQ,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,39.0476188659668
Equatorial Guinea,GNQ,Regulatory Quality: Percentile Rank,RQ.PER.RNK,6.25
Equatorial Guinea,GNQ,Rule of Law: Percentile Rank,RL.PER.RNK,6.73076915740967
Equatorial Guinea,GNQ,Voice and Accountability: Percentile Rank,VA.PER.RNK,1.97044336795807
Eritrea,ERI,Control of Corruption: Percentile Rank,CC.PER.RNK,11.5384616851807
Eritrea,ERI,Government Effectiveness: Percentile Rank,GE.PER.RNK,3.36538457870483
Eritrea,ERI,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,17.1428565979004
Eritrea,ERI,Regulatory Quality: Percentile Rank,RQ.PER.RNK,1.44230771064758
Eritrea,ERI,Rule of Law: Percentile Rank,RL.PER.RNK,5.76923084259033
Eritrea,ERI,Voice and Accountability: Percentile Rank,VA.PER.RNK,0.985221683979034
Estonia,EST,Control of Corruption: Percentile Rank,CC.PER.RNK,84.6153869628906
Estonia,EST,Government Effectiveness: Percentile Rank,GE.PER.RNK,82.6923065185547
Estonia,EST,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,68.5714263916016
Estonia,EST,Regulatory Quality: Percentile Rank,RQ.PER.RNK,93.2692337036133
Estonia,EST,Rule of Law: Percentile Rank,RL.PER.RNK,86.538459777832
Estonia,EST,Voice and Accountability: Percentile Rank,VA.PER.RNK,88.6699523925781
Ethiopia,ETH,Control of Corruption: Percentile Rank,CC.PER.RNK,39.9038467407227
Ethiopia,ETH,Government Effectiveness: Percentile Rank,GE.PER.RNK,28.365385055542
Ethiopia,ETH,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,7.61904764175415
Ethiopia,ETH,Regulatory Quality: Percentile Rank,RQ.PER.RNK,11.5384616851807
Ethiopia,ETH,Rule of Law: Percentile Rank,RL.PER.RNK,37.019229888916
Ethiopia,ETH,Voice and Accountability: Percentile Rank,VA.PER.RNK,8.86699485778809
Fiji,FJI,Control of Corruption: Percentile Rank,CC.PER.RNK,62.019229888916
Fiji,FJI,Government Effectiveness: Percentile Rank,GE.PER.RNK,43.269229888916
Fiji,FJI,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,73.8095245361328
Fiji,FJI,Regulatory Quality: Percentile Rank,RQ.PER.RNK,39.4230766296387
Fiji,FJI,Rule of Law: Percentile Rank,RL.PER.RNK,44.230770111084
Fiji,FJI,Voice and Accountability: Percentile Rank,VA.PER.RNK,46.305419921875
Finland,FIN,Control of Corruption: Percentile Rank,CC.PER.RNK,99.5192337036133
Finland,FIN,Government Effectiveness: Percentile Rank,GE.PER.RNK,96.6346130371094
Finland,FIN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,80.9523773193359
Finland,FIN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,96.6346130371094
Finland,FIN,Rule of Law: Percentile Rank,RL.PER.RNK,99.038459777832
Finland,FIN,Voice and Accountability: Percentile Rank,VA.PER.RNK,99.014778137207
France,FRA,Control of Corruption: Percentile Rank,CC.PER.RNK,90.3846130371094
France,FRA,Government Effectiveness: Percentile Rank,GE.PER.RNK,89.9038467407227
France,FRA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,44.2857131958008
France,FRA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,83.1730804443359
France,FRA,Rule of Law: Percentile Rank,RL.PER.RNK,89.4230804443359
France,FRA,Voice and Accountability: Percentile Rank,VA.PER.RNK,82.2660064697266
Gabon,GAB,Control of Corruption: Percentile Rank,CC.PER.RNK,24.519229888916
Gabon,GAB,Government Effectiveness: Percentile Rank,GE.PER.RNK,20.6730766296387
Gabon,GAB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,43.8095245361328
Gabon,GAB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,21.634614944458
Gabon,GAB,Rule of Law: Percentile Rank,RL.PER.RNK,31.25
Gabon,GAB,Voice and Accountability: Percentile Rank,VA.PER.RNK,22.660099029541
"Gambia, The",GMB,Control of Corruption: Percentile Rank,CC.PER.RNK,22.115385055542
"Gambia, The",GMB,Government Effectiveness: Percentile Rank,GE.PER.RNK,19.230770111084
"Gambia, The",GMB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,27.619047164917
"Gambia, The",GMB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,31.730770111084
"Gambia, The",GMB,Rule of Law: Percentile Rank,RL.PER.RNK,25
"Gambia, The",GMB,Voice and Accountability: Percentile Rank,VA.PER.RNK,13.7931032180786
Georgia,GEO,Control of Corruption: Percentile Rank,CC.PER.RNK,73.5576934814453
Georgia,GEO,Government Effectiveness: Percentile Rank,GE.PER.RNK,71.1538467407227
Georgia,GEO,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,35.238094329834
Georgia,GEO,Regulatory Quality: Percentile Rank,RQ.PER.RNK,81.25
Georgia,GEO,Rule of Law: Percentile Rank,RL.PER.RNK,63.9423065185547
Georgia,GEO,Voice and Accountability: Percentile Rank,VA.PER.RNK,53.694580078125
Germany,DEU,Control of Corruption: Percentile Rank,CC.PER.RNK,93.75
Germany,DEU,Government Effectiveness: Percentile Rank,GE.PER.RNK,94.2307662963867
Germany,DEU,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,70.9523773193359
Germany,DEU,Regulatory Quality: Percentile Rank,RQ.PER.RNK,96.1538467407227
Germany,DEU,Rule of Law: Percentile Rank,RL.PER.RNK,91.3461532592773
Germany,DEU,Voice and Accountability: Percentile Rank,VA.PER.RNK,94.5812835693359
Ghana,GHA,Control of Corruption: Percentile Rank,CC.PER.RNK,50.961540222168
Ghana,GHA,Government Effectiveness: Percentile Rank,GE.PER.RNK,46.1538467407227
Ghana,GHA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,40
Ghana,GHA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,45.6730766296387
Ghana,GHA,Rule of Law: Percentile Rank,RL.PER.RNK,54.8076934814453
Ghana,GHA,Voice and Accountability: Percentile Rank,VA.PER.RNK,67.4876861572266
Greece,GRC,Control of Corruption: Percentile Rank,CC.PER.RNK,56.730770111084
Greece,GRC,Government Effectiveness: Percentile Rank,GE.PER.RNK,62.5
Greece,GRC,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,41.9047622680664
Greece,GRC,Regulatory Quality: Percentile Rank,RQ.PER.RNK,59.1346168518066
Greece,GRC,Rule of Law: Percentile Rank,RL.PER.RNK,59.1346168518066
Greece,GRC,Voice and Accountability: Percentile Rank,VA.PER.RNK,68.9655151367188
Greenland,GRL,Control of Corruption: Percentile Rank,CC.PER.RNK,84.1346130371094
Greenland,GRL,Government Effectiveness: Percentile Rank,GE.PER.RNK,75.4807662963867
Greenland,GRL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,100
Greenland,GRL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,87.9807662963867
Greenland,GRL,Rule of Law: Percentile Rank,RL.PER.RNK,94.711540222168
Greenland,GRL,Voice and Accountability: Percentile Rank,VA.PER.RNK,92.61083984375
Grenada,GRD,Control of Corruption: Percentile Rank,CC.PER.RNK,69.711540222168
Grenada,GRD,Government Effectiveness: Percentile Rank,GE.PER.RNK,47.1153831481934
Grenada,GRD,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,87.6190490722656
Grenada,GRD,Regulatory Quality: Percentile Rank,RQ.PER.RNK,56.25
Grenada,GRD,Rule of Law: Percentile Rank,RL.PER.RNK,71.6346130371094
Grenada,GRD,Voice and Accountability: Percentile Rank,VA.PER.RNK,73.3990173339844
Guam,GUM,Control of Corruption: Percentile Rank,CC.PER.RNK,87.5
Guam,GUM,Government Effectiveness: Percentile Rank,GE.PER.RNK,64.4230804443359
Guam,GUM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,67.6190490722656
Guam,GUM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,58.6538467407227
Guam,GUM,Rule of Law: Percentile Rank,RL.PER.RNK,83.6538467407227
Guam,GUM,Voice and Accountability: Percentile Rank,VA.PER.RNK,..
Guatemala,GTM,Control of Corruption: Percentile Rank,CC.PER.RNK,25.480770111084
Guatemala,GTM,Government Effectiveness: Percentile Rank,GE.PER.RNK,30.2884616851807
Guatemala,GTM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,26.1904754638672
Guatemala,GTM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,47.1153831481934
Guatemala,GTM,Rule of Law: Percentile Rank,RL.PER.RNK,14.9038457870483
Guatemala,GTM,Voice and Accountability: Percentile Rank,VA.PER.RNK,34.9753684997559
Guinea,GIN,Control of Corruption: Percentile Rank,CC.PER.RNK,14.9038457870483
Guinea,GIN,Government Effectiveness: Percentile Rank,GE.PER.RNK,14.9038457870483
Guinea,GIN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,30.9523811340332
Guinea,GIN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,19.230770111084
Guinea,GIN,Rule of Law: Percentile Rank,RL.PER.RNK,8.65384578704834
Guinea,GIN,Voice and Accountability: Percentile Rank,VA.PER.RNK,26.1083736419678
Guinea-Bissau,GNB,Control of Corruption: Percentile Rank,CC.PER.RNK,3.8461537361145
Guinea-Bissau,GNB,Government Effectiveness: Percentile Rank,GE.PER.RNK,4.32692289352417
Guinea-Bissau,GNB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,28.0952377319336
Guinea-Bissau,GNB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,8.65384578704834
Guinea-Bissau,GNB,Rule of Law: Percentile Rank,RL.PER.RNK,6.25
Guinea-Bissau,GNB,Voice and Accountability: Percentile Rank,VA.PER.RNK,27.5862064361572
Guyana,GUY,Control of Corruption: Percentile Rank,CC.PER.RNK,45.1923065185547
Guyana,GUY,Government Effectiveness: Percentile Rank,GE.PER.RNK,41.8269233703613
Guyana,GUY,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,46.1904754638672
Guyana,GUY,Regulatory Quality: Percentile Rank,RQ.PER.RNK,36.538459777832
Guyana,GUY,Rule of Law: Percentile Rank,RL.PER.RNK,42.3076934814453
Guyana,GUY,Voice and Accountability: Percentile Rank,VA.PER.RNK,56.1576347351074
Haiti,HTI,Control of Corruption: Percentile Rank,CC.PER.RNK,7.21153831481934
Haiti,HTI,Government Effectiveness: Percentile Rank,GE.PER.RNK,0.961538434028625
Haiti,HTI,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,22.380952835083
Haiti,HTI,Regulatory Quality: Percentile Rank,RQ.PER.RNK,8.17307662963867
Haiti,HTI,Rule of Law: Percentile Rank,RL.PER.RNK,16.3461532592773
Haiti,HTI,Voice and Accountability: Percentile Rank,VA.PER.RNK,26.6009845733643
Honduras,HND,Control of Corruption: Percentile Rank,CC.PER.RNK,27.884614944458
Honduras,HND,Government Effectiveness: Percentile Rank,GE.PER.RNK,23.0769233703613
Honduras,HND,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,33.8095245361328
Honduras,HND,Regulatory Quality: Percentile Rank,RQ.PER.RNK,30.769229888916
Honduras,HND,Rule of Law: Percentile Rank,RL.PER.RNK,12.0192308425903
Honduras,HND,Voice and Accountability: Percentile Rank,VA.PER.RNK,33.4975357055664
"Hong Kong SAR, China",HKG,Control of Corruption: Percentile Rank,CC.PER.RNK,91.8269195556641
"Hong Kong SAR, China",HKG,Government Effectiveness: Percentile Rank,GE.PER.RNK,98.0769195556641
"Hong Kong SAR, China",HKG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,74.2857131958008
"Hong Kong SAR, China",HKG,Regulatory Quality: Percentile Rank,RQ.PER.RNK,99.5192337036133
"Hong Kong SAR, China",HKG,Rule of Law: Percentile Rank,RL.PER.RNK,93.2692337036133
"Hong Kong SAR, China",HKG,Voice and Accountability: Percentile Rank,VA.PER.RNK,54.679801940918
Hungary,HUN,Control of Corruption: Percentile Rank,CC.PER.RNK,61.0576934814453
Hungary,HUN,Government Effectiveness: Percentile Rank,GE.PER.RNK,69.2307662963867
Hungary,HUN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,69.0476226806641
Hungary,HUN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,71.6346130371094
Hungary,HUN,Rule of Law: Percentile Rank,RL.PER.RNK,70.1923065185547
Hungary,HUN,Voice and Accountability: Percentile Rank,VA.PER.RNK,57.1428565979004
Iceland,ISL,Control of Corruption: Percentile Rank,CC.PER.RNK,95.6730804443359
Iceland,ISL,Government Effectiveness: Percentile Rank,GE.PER.RNK,90.3846130371094
Iceland,ISL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,96.1904754638672
Iceland,ISL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,86.538459777832
Iceland,ISL,Rule of Law: Percentile Rank,RL.PER.RNK,89.9038467407227
Iceland,ISL,Voice and Accountability: Percentile Rank,VA.PER.RNK,95.0738906860352
India,IND,Control of Corruption: Percentile Rank,CC.PER.RNK,47.1153831481934
India,IND,Government Effectiveness: Percentile Rank,GE.PER.RNK,57.211540222168
India,IND,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,14.2857141494751
India,IND,Regulatory Quality: Percentile Rank,RQ.PER.RNK,41.3461532592773
India,IND,Rule of Law: Percentile Rank,RL.PER.RNK,52.4038467407227
India,IND,Voice and Accountability: Percentile Rank,VA.PER.RNK,58.6206893920898
Indonesia,IDN,Control of Corruption: Percentile Rank,CC.PER.RNK,42.788459777832
Indonesia,IDN,Government Effectiveness: Percentile Rank,GE.PER.RNK,53.3653831481934
Indonesia,IDN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,33.3333320617676
Indonesia,IDN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,50
Indonesia,IDN,Rule of Law: Percentile Rank,RL.PER.RNK,38.9423065185547
Indonesia,IDN,Voice and Accountability: Percentile Rank,VA.PER.RNK,50.2463035583496
"Iran, Islamic Rep.",IRN,Control of Corruption: Percentile Rank,CC.PER.RNK,25.9615383148193
"Iran, Islamic Rep.",IRN,Government Effectiveness: Percentile Rank,GE.PER.RNK,45.6730766296387
"Iran, Islamic Rep.",IRN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,20.4761905670166
"Iran, Islamic Rep.",IRN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,9.13461494445801
"Iran, Islamic Rep.",IRN,Rule of Law: Percentile Rank,RL.PER.RNK,25.9615383148193
"Iran, Islamic Rep.",IRN,Voice and Accountability: Percentile Rank,VA.PER.RNK,11.3300495147705
Iraq,IRQ,Control of Corruption: Percentile Rank,CC.PER.RNK,6.25
Iraq,IRQ,Government Effectiveness: Percentile Rank,GE.PER.RNK,9.13461494445801
Iraq,IRQ,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,3.33333325386047
Iraq,IRQ,Regulatory Quality: Percentile Rank,RQ.PER.RNK,11.057692527771
Iraq,IRQ,Rule of Law: Percentile Rank,RL.PER.RNK,2.4038462638855
Iraq,IRQ,Voice and Accountability: Percentile Rank,VA.PER.RNK,22.1674880981445
Ireland,IRL,Control of Corruption: Percentile Rank,CC.PER.RNK,92.788459777832
Ireland,IRL,Government Effectiveness: Percentile Rank,GE.PER.RNK,88.461540222168
Ireland,IRL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,76.6666641235352
Ireland,IRL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,94.711540222168
Ireland,IRL,Rule of Law: Percentile Rank,RL.PER.RNK,90.3846130371094
Ireland,IRL,Voice and Accountability: Percentile Rank,VA.PER.RNK,93.596061706543
Israel,ISR,Control of Corruption: Percentile Rank,CC.PER.RNK,81.7307662963867
Israel,ISR,Government Effectiveness: Percentile Rank,GE.PER.RNK,88.9423065185547
Israel,ISR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,18.5714282989502
Israel,ISR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,87.5
Israel,ISR,Rule of Law: Percentile Rank,RL.PER.RNK,81.25
Israel,ISR,Voice and Accountability: Percentile Rank,VA.PER.RNK,71.9211807250977
Italy,ITA,Control of Corruption: Percentile Rank,CC.PER.RNK,59.6153831481934
Italy,ITA,Government Effectiveness: Percentile Rank,GE.PER.RNK,71.6346130371094
Italy,ITA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,58.0952377319336
Italy,ITA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,75
Italy,ITA,Rule of Law: Percentile Rank,RL.PER.RNK,61.0576934814453
Italy,ITA,Voice and Accountability: Percentile Rank,VA.PER.RNK,79.3103485107422
Jamaica,JAM,Control of Corruption: Percentile Rank,CC.PER.RNK,51.9230766296387
Jamaica,JAM,Government Effectiveness: Percentile Rank,GE.PER.RNK,68.75
Jamaica,JAM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,54.761905670166
Jamaica,JAM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,59.6153831481934
Jamaica,JAM,Rule of Law: Percentile Rank,RL.PER.RNK,45.1923065185547
Jamaica,JAM,Voice and Accountability: Percentile Rank,VA.PER.RNK,70.4433517456055
Japan,JPN,Control of Corruption: Percentile Rank,CC.PER.RNK,90.8653869628906
Japan,JPN,Government Effectiveness: Percentile Rank,GE.PER.RNK,95.6730804443359
Japan,JPN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,86.1904754638672
Japan,JPN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,90.3846130371094
Japan,JPN,Rule of Law: Percentile Rank,RL.PER.RNK,88.461540222168
Japan,JPN,Voice and Accountability: Percentile Rank,VA.PER.RNK,77.8325119018555
Jordan,JOR,Control of Corruption: Percentile Rank,CC.PER.RNK,64.4230804443359
Jordan,JOR,Government Effectiveness: Percentile Rank,GE.PER.RNK,58.6538467407227
Jordan,JOR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,26.6666660308838
Jordan,JOR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,54.3269233703613
Jordan,JOR,Rule of Law: Percentile Rank,RL.PER.RNK,62.019229888916
Jordan,JOR,Voice and Accountability: Percentile Rank,VA.PER.RNK,25.1231517791748
Kazakhstan,KAZ,Control of Corruption: Percentile Rank,CC.PER.RNK,20.6730766296387
Kazakhstan,KAZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,51.4423065185547
Kazakhstan,KAZ,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,47.6190490722656
Kazakhstan,KAZ,Regulatory Quality: Percentile Rank,RQ.PER.RNK,51.9230766296387
Kazakhstan,KAZ,Rule of Law: Percentile Rank,RL.PER.RNK,34.6153831481934
Kazakhstan,KAZ,Voice and Accountability: Percentile Rank,VA.PER.RNK,13.3004922866821
Kenya,KEN,Control of Corruption: Percentile Rank,CC.PER.RNK,16.8269233703613
Kenya,KEN,Government Effectiveness: Percentile Rank,GE.PER.RNK,41.3461532592773
Kenya,KEN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,9.5238094329834
Kenya,KEN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,41.8269233703613
Kenya,KEN,Rule of Law: Percentile Rank,RL.PER.RNK,32.6923065185547
Kenya,KEN,Voice and Accountability: Percentile Rank,VA.PER.RNK,41.8719215393066
Kiribati,KIR,Control of Corruption: Percentile Rank,CC.PER.RNK,63.9423065185547
Kiribati,KIR,Government Effectiveness: Percentile Rank,GE.PER.RNK,37.019229888916
Kiribati,KIR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,75.7142868041992
Kiribati,KIR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,20.1923084259033
Kiribati,KIR,Rule of Law: Percentile Rank,RL.PER.RNK,59.6153831481934
Kiribati,KIR,Voice and Accountability: Percentile Rank,VA.PER.RNK,78.8177337646484
"Korea, Dem. People’s Rep.",PRK,Control of Corruption: Percentile Rank,CC.PER.RNK,5.28846168518066
"Korea, Dem. People’s Rep.",PRK,Government Effectiveness: Percentile Rank,GE.PER.RNK,3.8461537361145
"Korea, Dem. People’s Rep.",PRK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,21.9047622680664
"Korea, Dem. People’s Rep.",PRK,Regulatory Quality: Percentile Rank,RQ.PER.RNK,0
"Korea, Dem. People’s Rep.",PRK,Rule of Law: Percentile Rank,RL.PER.RNK,3.36538457870483
"Korea, Dem. People’s Rep.",PRK,Voice and Accountability: Percentile Rank,VA.PER.RNK,0
"Korea, Rep.",KOR,Control of Corruption: Percentile Rank,CC.PER.RNK,66.8269195556641
"Korea, Rep.",KOR,Government Effectiveness: Percentile Rank,GE.PER.RNK,80.7692337036133
"Korea, Rep.",KOR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,51.9047622680664
"Korea, Rep.",KOR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,84.1346130371094
"Korea, Rep.",KOR,Rule of Law: Percentile Rank,RL.PER.RNK,86.0576934814453
"Korea, Rep.",KOR,Voice and Accountability: Percentile Rank,VA.PER.RNK,66.9950714111328
Kosovo,XKX,Control of Corruption: Percentile Rank,CC.PER.RNK,40.3846168518066
Kosovo,XKX,Government Effectiveness: Percentile Rank,GE.PER.RNK,37.5
Kosovo,XKX,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,38.0952377319336
Kosovo,XKX,Regulatory Quality: Percentile Rank,RQ.PER.RNK,47.5961532592773
Kosovo,XKX,Rule of Law: Percentile Rank,RL.PER.RNK,37.980770111084
Kosovo,XKX,Voice and Accountability: Percentile Rank,VA.PER.RNK,41.3793106079102
Kuwait,KWT,Control of Corruption: Percentile Rank,CC.PER.RNK,50
Kuwait,KWT,Government Effectiveness: Percentile Rank,GE.PER.RNK,46.6346168518066
Kuwait,KWT,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,41.4285697937012
Kuwait,KWT,Regulatory Quality: Percentile Rank,RQ.PER.RNK,52.8846168518066
Kuwait,KWT,Rule of Law: Percentile Rank,RL.PER.RNK,56.730770111084
Kuwait,KWT,Voice and Accountability: Percentile Rank,VA.PER.RNK,28.0788173675537
Kyrgyz Republic,KGZ,Control of Corruption: Percentile Rank,CC.PER.RNK,12.0192308425903
Kyrgyz Republic,KGZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,17.7884616851807
Kyrgyz Republic,KGZ,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,22.8571434020996
Kyrgyz Republic,KGZ,Regulatory Quality: Percentile Rank,RQ.PER.RNK,40.3846168518066
Kyrgyz Republic,KGZ,Rule of Law: Percentile Rank,RL.PER.RNK,12.9807691574097
Kyrgyz Republic,KGZ,Voice and Accountability: Percentile Rank,VA.PER.RNK,32.5123138427734
Lao PDR,LAO,Control of Corruption: Percentile Rank,CC.PER.RNK,15.384614944458
Lao PDR,LAO,Government Effectiveness: Percentile Rank,GE.PER.RNK,39.4230766296387
